ID	A17MB	A17FB	A16MB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB
TRINITY_DN51728_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN53097_c0_g1_i1	5	3	5	6	5	3	6	1	4
TRINITY_DN109417_c0_g1_i2	6	13	9	25	11	6	15	10	14
TRINITY_DN122980_c0_g2_i2	2151	2762	2644.89	3564	1993	2087	2568	2349	1807
TRINITY_DN137776_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN166707_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN105762_c0_g1_i1	1	0	2	2	0	0	0	1	0
TRINITY_DN116374_c0_g1_i2	444	381	346	715	396	379	431	413	401
TRINITY_DN49473_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124034_c2_g12_i1	22.1848	32.1167	15.6793	0	10.1147	23.8641	23.4832	0	22.5702
TRINITY_DN3074_c0_g1_i1	1	1	0	2	3	0	1	1	1
TRINITY_DN59533_c0_g1_i1	0	20	11	0	0	0	5	2	0
TRINITY_DN128841_c1_g1_i1	111.069	98.3658	96.1607	185.464	69.2226	115.394	94.4381	64.2355	121.24
TRINITY_DN64463_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN141092_c0_g1_i1	14	9	2	23.6633	5	11	9	19	10
TRINITY_DN103877_c0_g1_i1	8	4	12	29	7	2	11	8	39
TRINITY_DN179478_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN84629_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN107361_c0_g1_i2	6	18	21	21	12	4	15	16	9
TRINITY_DN118699_c0_g1_i6	121	162	147	257	121	138	144	150	142
TRINITY_DN1971_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN179538_c0_g1_i1	20	17	8	44	30	24	49	37	46.3286
TRINITY_DN183665_c0_g1_i1	6	17	5	0	7	7	5	5	6
TRINITY_DN81099_c0_g1_i1	0	6	0	0	1	13	1	3	0
TRINITY_DN133484_c2_g2_i1	108	110	92	172	82	102	125	168	126
TRINITY_DN131500_c1_g2_i1	116	160	102	206	91	102	79	68	91
TRINITY_DN175323_c0_g1_i1	0	2	0	0	0	5	1	0	2
TRINITY_DN114302_c1_g1_i4	2	0	1	1	0	2	0	61	86
TRINITY_DN4239_c0_g1_i1	2	1	0	2	0	0	3	0	3
TRINITY_DN155528_c0_g1_i1	0	13	0	0	0	14	1	10	0
TRINITY_DN137338_c0_g1_i1	42	21	20	40	26	23	28	25	20
TRINITY_DN207822_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130626_c2_g1_i3	67	56	52	146	77	67	65	73	64
TRINITY_DN108248_c0_g7_i1	13.3333	1.5	1	10	3	1	0	3	4
TRINITY_DN102489_c0_g3_i1	56	16.9178	7.93046	38	8.94552	36	0	12.538	0
TRINITY_DN67760_c0_g1_i1	0	11	0	0	1	13	1	4	0
TRINITY_DN130734_c4_g1_i2	199.7	206.646	190.377	376.102	188.272	189.922	171.339	226.232	255.48
TRINITY_DN125389_c0_g4_i1	51.3515	9.21604	17.192	0	50.5666	61.2363	11.5265	24.7942	39.4805
TRINITY_DN116467_c0_g1_i2	26.1454	48.3967	29.7575	71.487	24.3892	30.4758	29.1368	37.6837	38.9711
TRINITY_DN133220_c5_g1_i1	201.812	173.037	153.254	335.394	203.36	146.616	202.57	147.942	185.508
TRINITY_DN5080_c0_g2_i1	0	48.6018	0	0	16.4745	54.4746	0	11.7322	0
TRINITY_DN198944_c0_g1_i1	0	1	0	0	0	0	0	0	0
TRINITY_DN124676_c2_g2_i1	10	12	4	11	6	11	8	3	8
TRINITY_DN127850_c0_g1_i1	1	0	2	3	0	0	2	1	3
TRINITY_DN52682_c0_g1_i1	0	31	0	0	7	36	1	13	0
TRINITY_DN214785_c0_g1_i1	17	10	3	16	14	11	14	11	3
TRINITY_DN97107_c0_g2_i1	0	9.10019	0	0	0.458105	21.1693	3.30366	4.4243	0
TRINITY_DN130829_c4_g2_i3	132.075	18.6304	74.6477	159.712	80.3027	18.6231	95.6241	64.4411	17.7066
TRINITY_DN216633_c0_g1_i1	7	7	1	9	7	3	6	4	5
TRINITY_DN128891_c3_g1_i7	316.308	204.925	153.288	343.857	172.291	167.939	237.733	223.807	211.504
TRINITY_DN121244_c2_g1_i3	652	624	479.382	1172.82	558.728	705.797	683.811	705	1054
TRINITY_DN175226_c0_g1_i1	0	9	0	0	1	13	0	3	0
TRINITY_DN126877_c0_g1_i1	43	36	27	46	22.6168	51	52	27	34
TRINITY_DN89439_c0_g2_i1	0	3.4	0	0	0.5	6.85714	0	0	0
TRINITY_DN107188_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128421_c4_g2_i1	1.33411	0	1.19286	0	0	1	0	0	0
TRINITY_DN130096_c4_g9_i1	237	247	162	395	178	218	200	235	222
TRINITY_DN129468_c0_g2_i1	14.7026	15.9812	8.37016	38.0324	18.1447	12.0866	10.4508	10.128	24.5359
TRINITY_DN180259_c0_g1_i1	5	6	6	0	1	7	6	7	2
TRINITY_DN177478_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN93365_c0_g1_i2	0	0	0	0	0	0	0	0	0
TRINITY_DN116040_c0_g1_i1	379	330	406	691	369	348	454	523	395
TRINITY_DN130265_c2_g2_i3	19	8	13	57	19	54	12	3	33
TRINITY_DN150060_c0_g1_i1	0	13	0	1	2	11	0	2	0
TRINITY_DN123909_c5_g1_i1	226	320	316	373	234	208	162	192	115
TRINITY_DN131820_c1_g1_i1	24.7666	31.3231	5.71244	14.6458	10.6924	11.3853	15.558	23.0783	16.2048
TRINITY_DN123719_c0_g1_i4	272	334	340	467	315	301	343	289	344
TRINITY_DN130872_c8_g5_i1	8139	14192	18288	29239	12757	13980	20613	24530	15162
TRINITY_DN24863_c0_g1_i1	0	58	0	0	13	51	3	24	1
TRINITY_DN128935_c0_g2_i1	237	387	271	735	345	347	491	407	341
TRINITY_DN96535_c0_g2_i1	88.7839	402.242	458.928	186.243	189.302	257.233	180.918	237.228	220.634
TRINITY_DN146514_c0_g1_i1	41	57	39	54	44	34	33	31	47
TRINITY_DN121652_c0_g1_i6	125	68	142	385	135	166	128	179	286
TRINITY_DN111159_c0_g1_i1	5.08348	10.2869	11.2433	18.6574	8	13.5677	9	11.5967	18.5226
TRINITY_DN21687_c0_g2_i1	299	279	257	512	228	266	312	312	221
TRINITY_DN141303_c0_g1_i1	16	7	0	9	0	13	10	8	2
TRINITY_DN60843_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN20351_c0_g1_i1	2	1	0	0	0	0	1	0	0
TRINITY_DN209142_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126490_c0_g4_i1	7	3.42049	7.2804	2.22112	12.4883	3.28763	3.7649	6.64809	4.29068
TRINITY_DN202824_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN197041_c0_g1_i1	0	2	0	0	0	0	0	0	0
TRINITY_DN127745_c0_g1_i1	217	431	241	574	406	370	284	222	364
TRINITY_DN120338_c0_g3_i1	24.5328	19.3153	15.1951	38.5886	19.4874	22.4679	14.1502	13.461	29.7354
TRINITY_DN119306_c0_g1_i2	42	45	35	72	34	26	39	24	31
TRINITY_DN123064_c3_g1_i1	146.507	134	136	355.513	146.497	115	174	125.521	293
TRINITY_DN132057_c5_g1_i1	0	1	0	0	0	0	1	1	1
TRINITY_DN135701_c6_g1_i1	11.1288	13	14	22	12.1361	13	15	14	10
TRINITY_DN124894_c7_g3_i3	59	58.085	61.5204	87.912	52.295	64.0669	41.3224	50.2978	65.9074
TRINITY_DN133136_c6_g1_i1	15	9	4.30557	15	5	13	15	11.449	21.586
TRINITY_DN111380_c0_g1_i1	94	91	58	112	68	83	77	44	90
TRINITY_DN1282_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130141_c2_g3_i1	7.35916	5.05219	3.08088	10.3214	2.05279	7.27704	5.1746	3.07087	0
TRINITY_DN118043_c0_g3_i1	54.5477	58	46	59.7208	33.4374	28	26.5876	37.6531	48
TRINITY_DN84120_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN187826_c0_g1_i1	1	0	0	0	0	1	0	0	0
TRINITY_DN121138_c0_g1_i1	28.342	50.7589	32.7212	62.9912	22.8007	35.7514	36.7417	26.423	61.63
TRINITY_DN166494_c0_g1_i1	0	0	1	0	0	0	2	0	0
TRINITY_DN128027_c3_g2_i2	0	0	0	0	0	0	0	0	0
TRINITY_DN115971_c0_g1_i1	146	166	82	260	131	178	130	122	109
TRINITY_DN92213_c0_g2_i1	0	1	0	2	0	0	1	0	0
TRINITY_DN132529_c0_g1_i1	127	143	189	319	152	132	105	175	161
TRINITY_DN145313_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN181978_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN120604_c0_g1_i1	0	0	2	0	0	0	0	7	2
TRINITY_DN197271_c0_g1_i1	0	14	0	0	5	15	3	3	0
TRINITY_DN131201_c5_g3_i7	260	309	339	610	258	190	303	232	291
TRINITY_DN200018_c0_g1_i1	0	116	0	0	25	117	12	47	1
TRINITY_DN125538_c2_g4_i2	0	0	3	0	0	0	0	0	0
TRINITY_DN75003_c0_g1_i1	0	8	0	0	3	15	0	2	0
TRINITY_DN22444_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN136208_c0_g1_i3	89	151	66	203	99	85	86	78	110
TRINITY_DN190001_c0_g1_i1	123	116	125	211	128	115	120	121	60
TRINITY_DN42272_c0_g2_i1	0	4	1	18	2	0	0	0	0
TRINITY_DN69409_c0_g1_i1	0	1	0	1	2	0	1	1	2
TRINITY_DN129036_c2_g2_i4	4509	6963	6569	9714	4671	4764	5134	5054	3889
TRINITY_DN123756_c5_g4_i3	48	37	42	96	49	28	77	29	47
TRINITY_DN131273_c1_g4_i1	91.2702	69.6509	56.2826	109.321	63.4103	66.5179	77.9868	136.312	110.708
TRINITY_DN127257_c3_g1_i5	55	244	180	269	184	185	270	236	270
TRINITY_DN135625_c1_g1_i3	267	283	184	380	213	194	250	277	251
TRINITY_DN867_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN168578_c0_g1_i1	10	10	5	15	5	10	4	7	8
TRINITY_DN55595_c0_g1_i1	0	1	0	0	2	1	1	0	0
TRINITY_DN64520_c0_g1_i1	1	3	0	2	4	2	1	4	2
TRINITY_DN23459_c0_g1_i1	0	9	0	0	5	18	1	3	0
TRINITY_DN135835_c0_g1_i3	107	72	62	135	76	89	88	39	82
TRINITY_DN128559_c0_g1_i1	774	686	599	1231	602	594	781	652	521
TRINITY_DN65418_c0_g3_i1	0	15	0	0	1	9	0	3	0
TRINITY_DN88184_c0_g1_i1	0	1	6	3	0	0	2	1	1
TRINITY_DN109646_c1_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN100452_c0_g1_i1	9	4	7	6	8	3	5.94933	4	1
TRINITY_DN60707_c0_g2_i1	1.44177	5	1.33184	8.97881	7	4	0.213636	3	0
TRINITY_DN132319_c0_g1_i1	21.8056	31.8488	25.8746	49.9967	17.9064	23.3097	16.959	23.2758	22.019
TRINITY_DN123048_c0_g1_i8	884	965	797	1382	859	882	936	1050	921
TRINITY_DN136944_c0_g1_i1	1	3	1	3	0	1	0	0	2
TRINITY_DN140195_c0_g1_i1	2	1	1	1	0	3	0	1	0
TRINITY_DN121235_c0_g1_i1	50	59	45	51	44	50	51	71	78
TRINITY_DN200257_c0_g1_i1	0	0	0	0	0	0	0	0	2
TRINITY_DN112264_c1_g2_i1	0	1	5	0	0	2	1	0	0
TRINITY_DN130629_c1_g3_i5	52	28	23	222	48	28	29	71	187
TRINITY_DN177615_c0_g1_i1	5	11	1	11	2	4	1	2	3
TRINITY_DN123599_c7_g4_i1	47.8481	97.6244	40.8826	78.4997	65.7535	75.4048	66.6322	42.5286	52.4386
TRINITY_DN116457_c0_g1_i1	38	32	11	31	23	27	35	10	38
TRINITY_DN42263_c0_g1_i1	6	9	5	4	10	16	14	16	7
TRINITY_DN165664_c0_g1_i1	0	13	0	0	3	7	0	5	0
TRINITY_DN118840_c0_g1_i1	8	32	21	25	18	13	21	33	21
TRINITY_DN120003_c1_g3_i1	0	6	4	12	0	5	1	4	11
TRINITY_DN89168_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN16038_c0_g1_i1	0	5	1	5	8	0	1	0	4
TRINITY_DN73149_c0_g2_i1	0	0	0	0	0	9	0.5	0	6
TRINITY_DN18461_c0_g1_i1	0	16	0	0	5	13	0	6	0
TRINITY_DN68105_c0_g1_i1	10	16	11	34	10	13	14	14	5
TRINITY_DN131447_c0_g2_i1	153	137	102	327	142	140	108	80	109
TRINITY_DN135062_c1_g1_i2	574.558	463.826	469.975	904.178	421.765	480.458	488.902	505.849	557.751
TRINITY_DN134393_c11_g2_i1	512	552	423	704	401	363	443	333	492
TRINITY_DN130182_c1_g3_i3	0	0	6	0	0	0	1.78009	2.10946	0
TRINITY_DN186563_c0_g1_i1	0	17	0	0	7	17	0	7	0
TRINITY_DN131375_c7_g3_i1	2	3	0	7	2	1	7	1	4
TRINITY_DN140481_c0_g1_i1	5	4	3	8	0	3	4	0	7
TRINITY_DN195327_c0_g1_i1	4	3	1	3	2	3	4	2	3
TRINITY_DN32836_c0_g1_i1	0	9	0	0	5	9	1	3	0
TRINITY_DN126258_c0_g1_i1	727	989	859	1283	714	720	844	769	1112
TRINITY_DN113150_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN51962_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN168072_c0_g1_i1	5	5	1	2	0	3	4	2	6
TRINITY_DN150151_c0_g1_i1	0	0	0	0	0	0	0	0	1
TRINITY_DN126384_c1_g7_i2	132	162	144	259	168	141	87	88	140
TRINITY_DN1153_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN45169_c0_g2_i1	32	31.1382	11.3581	51.1522	30.538	36.5686	43.6379	23.1517	15
TRINITY_DN122542_c0_g1_i5	35	67.0609	63	145	86	36	60	41	69.099
TRINITY_DN146441_c0_g1_i1	19	41	33	60	14	56	37	76	56
TRINITY_DN181117_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN179828_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119158_c0_g1_i1	758	658	718	1135.84	551.801	562.621	691	602	766.865
TRINITY_DN129953_c1_g1_i1	487	620	578	1289	701	664	645	642	794
TRINITY_DN14131_c0_g1_i1	0	6	0	0	3	12	2	2	0
TRINITY_DN31248_c0_g1_i1	0	8	0	0	3	18	1	5	0
TRINITY_DN156581_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN109040_c1_g1_i2	31	17	3	46	5	21	7	9	17
TRINITY_DN121434_c0_g1_i2	229.12	172.44	99.1766	349.453	204.416	199	124.097	123.892	152
TRINITY_DN119771_c0_g1_i1	6	2	1	3	5	5	2	4	2
TRINITY_DN54993_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN85684_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN136935_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN86984_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN80699_c0_g2_i1	16	10	6	19	9	5	7	9	11
TRINITY_DN127578_c0_g2_i2	625.917	280.643	246.522	628.602	418.126	389.607	502.062	191.857	276.753
TRINITY_DN123762_c0_g2_i2	567.787	634.774	367.659	768.944	410.226	454.688	458.514	320.44	503.102
TRINITY_DN132725_c0_g1_i1	221.944	169.142	340.995	695.556	267.731	199.925	353.136	237.741	269.121
TRINITY_DN129701_c1_g8_i3	125	137	145	305	109	100	150	123	147
TRINITY_DN131600_c3_g3_i1	14.1297	18.1412	18.8467	28.9792	11.0172	9.93252	12.9544	21.7469	23.504
TRINITY_DN129825_c1_g3_i3	65	59	37	51	23	47	48	44	47
TRINITY_DN133342_c2_g9_i4	241	324	347	338	191	224	403	292	295
TRINITY_DN67859_c0_g1_i1	0	10	0	0	3	19	0	3	0
TRINITY_DN112976_c0_g1_i1	91	63	52	75	52	49	46	81	65
TRINITY_DN181541_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN136448_c0_g6_i1	486	539	314	667	384	427	375	365	440
TRINITY_DN114640_c1_g6_i1	23	12	14	32	8	21	27	30	40
TRINITY_DN182627_c0_g1_i1	7	3	2	3	5	13	7	5	2
TRINITY_DN173310_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN80925_c0_g1_i1	0	0	0	0	0	0	1	0	0
TRINITY_DN79128_c0_g2_i1	0	17	0	0	3	19	3	2	0
TRINITY_DN174159_c0_g1_i1	4.51829	1.79825	15.1229	10.5387	0	9.47612	1.05892	3.14922	0
TRINITY_DN114472_c0_g1_i1	22	14	9	29	19	22	12	16	15
TRINITY_DN147916_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN129658_c0_g2_i1	0	12	0	0	8	13	0	5	0
TRINITY_DN129881_c6_g6_i2	11	15	4	26	11	14	11	10	21
TRINITY_DN165673_c0_g1_i1	12.2375	3	3.112	11.4464	3	10.4309	3.23845	5.26641	7
TRINITY_DN79365_c0_g3_i1	73	45.9468	74.394	30.0968	18.9533	50.5178	57.0389	49.2348	24.7297
TRINITY_DN134438_c0_g1_i3	14	21	15	18	18	23	17	18	11
TRINITY_DN215091_c0_g1_i1	0	11	0	0	4	8	0	1	0
TRINITY_DN124494_c1_g1_i4	679	1006	706	1333	812	802	891	969	879
TRINITY_DN211921_c0_g1_i1	0	0	0	0	0	0	0	0	1
TRINITY_DN115837_c0_g2_i1	1.54407	1	0	0	0	2	1.18788	0.926647	2.60719
TRINITY_DN125270_c0_g2_i2	1419.07	1300.91	1162.76	2309.68	1139.04	1226.3	1081.87	1076.56	1255
TRINITY_DN127647_c0_g1_i3	1668	2456	1609	4326	2087	2095	1921	2687	2801
TRINITY_DN97604_c0_g1_i1	154	147	81	160	70	110	158	149	120
TRINITY_DN47389_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN207255_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN122467_c1_g2_i1	9	27	11	56	48	31	18	16	3
TRINITY_DN127957_c0_g2_i3	174.293	237.653	261.721	309.426	229.734	299.207	223.175	234.922	261.054
TRINITY_DN136175_c0_g1_i4	2364	2023	1143	3055	1684	1778	2245	2139	2232
TRINITY_DN13125_c0_g1_i1	0	18	0	0	6	24	1	6	0
TRINITY_DN135172_c1_g1_i2	22	26.3095	14	56.8979	24	29.3193	12	17.7743	31.8116
TRINITY_DN122238_c0_g4_i1	53	72	56	112	60	63	37	34	63
TRINITY_DN130320_c0_g7_i1	162	176	100	243	109	133	115	63	179
TRINITY_DN25494_c0_g2_i1	0	22	0	0	5	27	2	10	0
TRINITY_DN157169_c0_g1_i1	0	3	0	0	1	6	0	1	0
TRINITY_DN141676_c0_g1_i1	0	19	0	0	5	15	1	3	0
TRINITY_DN103397_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN130037_c1_g7_i5	493.483	556.44	496	746.651	603	518.186	629	657	550
TRINITY_DN81075_c0_g2_i1	3	6	12	4	4	6	10	5	6
TRINITY_DN115740_c0_g2_i1	7	15	4	13	9	11	9	18	13
TRINITY_DN121697_c3_g1_i1	22	29	33	45	26	23	20	13	34
TRINITY_DN211977_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN10945_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126871_c1_g2_i4	189	233	168	353	219	191	163	145	165
TRINITY_DN126506_c2_g4_i1	127	158	140	244	128	126	151	97	155
TRINITY_DN43995_c0_g1_i1	0	29	0	0	11	32	0	7	0
TRINITY_DN122172_c0_g3_i2	49.3374	52.179	50.6471	107.248	31.0958	36.6477	35.823	42.6721	66.3919
TRINITY_DN127794_c2_g3_i1	137	149	100	293	136	136	121	116	219
TRINITY_DN47986_c0_g1_i1	1	3	2	6	2	4	2	1	0
TRINITY_DN123874_c2_g2_i1	104	60	97	144	150	52	110	128	84
TRINITY_DN122766_c0_g3_i1	1	0	0	0	1	0	2.24136	0	0
TRINITY_DN134707_c0_g4_i1	1.28245	6.11269	2.47863	6.49889	2.61537	5.30672	1.26336	7.99625	10.808
TRINITY_DN125891_c2_g1_i1	135	130	118	190	157	97	160	149	146
TRINITY_DN158122_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN119519_c0_g1_i2	369	470	515	555	487	438	492	378	364
TRINITY_DN129588_c0_g1_i1	623.128	851.26	625.184	1301.42	694.389	561.242	538.896	537.036	598.602
TRINITY_DN125925_c5_g2_i1	17.5848	14.622	10.4306	23.3401	8.23209	3.57297	4.35518	12.8371	14.4804
TRINITY_DN34931_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125031_c0_g1_i1	1799	1947	1995	3039	1613	1709	1975	2021	1821
TRINITY_DN131292_c1_g1_i1	9	16	19	34	9	8	13	6	21
TRINITY_DN71922_c0_g1_i1	3	11	7	12	11	7	4	6	15
TRINITY_DN37541_c0_g1_i1	4	1	3	6	1	3	1	1	1
TRINITY_DN116059_c0_g1_i1	22	20	30	23	16	15	8	17	13
TRINITY_DN103725_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN188588_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN92677_c0_g1_i1	0	0	3	0	3	0	0	0	1
TRINITY_DN127361_c12_g1_i2	556.525	755	515.152	897.146	531.495	521.767	617.13	551.406	569.517
TRINITY_DN93462_c0_g3_i1	0	3	0	1	1	3	2	1	0
TRINITY_DN52279_c0_g2_i1	12	1	0	2	9	4	1	3	0
TRINITY_DN126650_c0_g1_i1	24	38.0559	23	55	26	15.0201	24.0502	29	21
TRINITY_DN123720_c0_g1_i1	6	11	3	22	7	10	13	5	3
TRINITY_DN123296_c1_g1_i2	22.9155	12.2374	12.0959	19.6799	12.3123	13.9296	22.3076	8.90865	4.49417
TRINITY_DN135630_c3_g6_i1	30.1851	25.17	21.7954	28.2241	18.8057	18.825	32.2356	10.1019	15.7683
TRINITY_DN134051_c6_g3_i1	657.96	692.166	834.996	1359.67	547.012	727.028	664.236	682.723	385.981
TRINITY_DN91229_c0_g1_i1	0	0	0	0	0	1	0	0	0
TRINITY_DN89217_c0_g1_i1	0	0.201025	0.528896	0.506614	0.536876	0.609218	0	0.361239	0.346406
TRINITY_DN3232_c0_g1_i1	0	3	0	0	0	8	0	2	0
TRINITY_DN129335_c8_g2_i1	638	610	474	1016	612	655	446	326	471
TRINITY_DN120828_c1_g1_i2	51	83	36	128	40	71	55	44	67
TRINITY_DN115306_c0_g2_i1	0	0	0	0	0	0	11.177	0	13.0261
TRINITY_DN8358_c0_g1_i1	4	3	0	3	5	4	2	5	1
TRINITY_DN123309_c0_g1_i3	61	92	151	143	107	118	65	100	79
TRINITY_DN196816_c0_g1_i1	0	17	0	0	0	10	0	2	0
TRINITY_DN126761_c1_g1_i3	90	92	243	418	179	148	303	476	710
TRINITY_DN120492_c0_g1_i1	147.024	119.284	104.431	175.24	73.9285	107.449	83.359	80.0511	134.4
TRINITY_DN183756_c0_g1_i1	0	0	1	2	0	0	0	0	0
TRINITY_DN207617_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126871_c1_g3_i1	185	186	158	316	109	191	138	141	88
TRINITY_DN135876_c7_g5_i1	67.084	161.886	89.7453	152.921	53.3272	109.214	107.555	100.698	115.447
TRINITY_DN207737_c0_g1_i1	8	9	1	14	7	3	6	4	4
TRINITY_DN129931_c0_g5_i1	1	31	0	1	4	39	1	18	0
TRINITY_DN196119_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128678_c1_g2_i1	947.528	971.793	743.375	1379.48	793.544	818.932	863.353	687.537	709.667
TRINITY_DN133228_c5_g1_i1	1021.67	1450.51	1184.87	2619.98	1713.09	1354.68	1237.66	1137.03	1118.18
TRINITY_DN168191_c0_g1_i1	2	2	2	0	0	0	0	0	0
TRINITY_DN134579_c9_g3_i1	9.20264	11.1456	3	8.04932	11	10.0926	12	11.0421	11
TRINITY_DN125509_c2_g4_i13	298	352	323	898	634	512	540	358	406
TRINITY_DN128632_c1_g1_i1	0	1	2	2	0	0	1	2	1
TRINITY_DN78490_c0_g1_i1	0	10	0	0	2	10	0	2	0
TRINITY_DN41114_c0_g1_i1	0	4	0	0	3	9	0	3	0
TRINITY_DN132477_c3_g1_i9	150.341	206.008	202.813	350.986	167.45	185.089	198.329	185.07	214.793
TRINITY_DN118911_c0_g2_i1	20	27	11	68	34	24	28	41	18
TRINITY_DN64675_c0_g1_i1	0	0	2.86013	1.34026	0	0	0	1.15153	0
TRINITY_DN131924_c0_g1_i1	113.367	115.783	105.091	176.193	115.143	98.1212	119.315	97.1774	113.81
TRINITY_DN130788_c7_g2_i1	12.9289	10.858	12.2906	22.8394	9.26819	7.90349	7.23169	24.3013	28.88
TRINITY_DN123469_c0_g1_i1	27.1144	65.9357	119.108	138.921	107.27	111.048	66.395	39.1741	126.509
TRINITY_DN112375_c0_g5_i1	14.2806	0	0	11	0	0	7.12843	0	16
TRINITY_DN119417_c0_g1_i1	127.837	136.098	101.513	134.81	143.11	132.849	118.762	70.7683	106.941
TRINITY_DN131379_c2_g4_i6	19.2534	29.5567	8.24245	6.04195	15.3949	5.07825	22.4875	23.4307	16.1794
TRINITY_DN115530_c0_g1_i1	109.363	159.611	118.544	229.875	135.105	127.618	197.025	158.588	176.467
TRINITY_DN101023_c0_g2_i1	1	9	2	6	5	6	0	2	8
TRINITY_DN133687_c4_g5_i4	152.436	202.54	158	275.95	177	142	183.94	145	170.705
TRINITY_DN116220_c0_g1_i1	14	15	4	14	11	13	5	0	20
TRINITY_DN191110_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128702_c0_g1_i3	34	32	22	47	30	22	17	24	31
TRINITY_DN74628_c0_g2_i1	246.374	156.707	86.8753	139.053	112.981	102.986	137.921	64.6404	124.79
TRINITY_DN135859_c1_g2_i3	2129	1770	1088	2826	1564	1803	1747	1908	1744
TRINITY_DN126156_c3_g3_i7	75	69	129	153	77	52	118	137	100
TRINITY_DN117580_c0_g1_i2	66	101	121	142	72	89	91	116	95
TRINITY_DN23248_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN152033_c0_g1_i1	22.4939	28.1692	44.6003	56.4978	29.4326	20.0819	15.3097	31.1904	18.922
TRINITY_DN38356_c0_g2_i1	42.1319	53.1475	23.5115	56.9525	24	30.2716	18.8486	34.7637	64.6157
TRINITY_DN116682_c0_g1_i1	1	0	0	1	0	0	1	0	0
TRINITY_DN129614_c0_g1_i1	314	365	274	610	331	364	316	273	285
TRINITY_DN127093_c0_g2_i1	70.3643	39.051	41.3169	69.4452	56.935	141.137	62.2223	44.8514	130.105
TRINITY_DN187476_c0_g1_i1	0	9	0	0	2	17	0	7	0
TRINITY_DN128209_c4_g2_i1	32.0831	60	41	53	36	48	81	70	51.1094
TRINITY_DN89432_c0_g1_i1	0	7	0	0	3	16	0	5	0
TRINITY_DN90652_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN188067_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN102989_c0_g1_i1	26	32	21	23	17	22	22	24	23
TRINITY_DN136214_c2_g1_i2	350.276	285.013	192.809	438.69	235.041	283.539	343.954	326.716	354.704
