gid	female	log2meanXX	cutoff
TRINITY_DN33369_c0_g1_i1	meanfemale	7.751874668	FC3
TRINITY_DN133025_c0_g2_i6	meanfemale	3.525241046	FC3
TRINITY_DN132480_c0_g2_i5	meanfemale	4.424096773	FC3
TRINITY_DN125586_c2_g1_i4	meanfemale	6.612113015	FC3
TRINITY_DN120485_c1_g3_i1	meanfemale	2.216589533	FC3
TRINITY_DN95685_c0_g2_i1	meanfemale	2.238624065	FC3
TRINITY_DN131492_c6_g1_i2	meanfemale	7.311520316	FC3
TRINITY_DN127961_c1_g14_i2	meanfemale	1.917681532	FC3
TRINITY_DN112287_c0_g1_i1	meanfemale	3.825410355	FC3
TRINITY_DN125009_c0_g1_i1	meanfemale	3.815863597	FC3
TRINITY_DN126214_c1_g1_i4	meanfemale	2.200364615	FC3
TRINITY_DN128099_c4_g2_i2	meanfemale	3.139163257	FC3
TRINITY_DN116451_c0_g2_i3	meanfemale	3.490934159	FC3
TRINITY_DN134297_c1_g1_i1	meanfemale	3.315868189	FC3
TRINITY_DN132277_c2_g1_i1	meanfemale	2.262597333	FC3
TRINITY_DN133319_c2_g2_i1	meanfemale	5.547102732	FC3
TRINITY_DN128047_c0_g2_i1	meanfemale	2.586075157	FC3
TRINITY_DN120155_c0_g1_i1	meanfemale	4.894250152	FC3
TRINITY_DN131094_c4_g2_i3	meanfemale	2.33512511	FC3
TRINITY_DN119475_c1_g2_i1	meanfemale	8.179190071	FC3
TRINITY_DN109646_c1_g1_i3	meanfemale	5.893390625	FC3
TRINITY_DN115713_c0_g1_i1	meanfemale	3.791813316	FC3
TRINITY_DN140343_c0_g1_i1	meanfemale	2.652666198	FC3
TRINITY_DN136189_c1_g3_i2	meanfemale	5.916153348	FC3
TRINITY_DN115228_c0_g1_i1	meanfemale	1.798476953	FC3
TRINITY_DN116961_c0_g1_i1	meanfemale	6.779093045	FC3
TRINITY_DN133914_c2_g1_i10	meanfemale	4.756543874	FC3
TRINITY_DN115297_c0_g1_i2	meanfemale	3.689114178	FC3
TRINITY_DN115634_c1_g1_i5	meanfemale	3.313917646	FC3
TRINITY_DN121708_c0_g1_i1	meanfemale	3.289825433	FC3
TRINITY_DN118842_c0_g1_i2	meanfemale	3.554090395	FC3
TRINITY_DN112243_c1_g1_i1	meanfemale	4.444218875	FC3
TRINITY_DN129609_c0_g2_i1	meanfemale	1.872202007	FC3
TRINITY_DN10201_c0_g1_i1	meanfemale	3.064491877	FC3
TRINITY_DN117098_c1_g2_i2	meanfemale	0.633395387	FC3
TRINITY_DN112755_c0_g2_i1	meanfemale	2.345056808	FC3
TRINITY_DN130794_c4_g14_i1	meanfemale	2.32436398	FC3
TRINITY_DN122245_c0_g1_i1	meanfemale	6.627750674	FC3
TRINITY_DN124714_c0_g1_i1	meanfemale	6.064735653	FC3
TRINITY_DN120454_c1_g2_i1	meanfemale	1.950201589	FC3
TRINITY_DN133117_c1_g2_i4	meanfemale	5.214057428	FC3
TRINITY_DN123875_c3_g3_i2	meanfemale	4.242984632	FC3
TRINITY_DN127684_c3_g1_i1	meanfemale	0.045546069	FC3
TRINITY_DN75941_c0_g1_i4	meanfemale	1.865467855	FC3
TRINITY_DN136167_c0_g1_i1	meanfemale	4.075879422	FC3
TRINITY_DN85639_c0_g2_i1	meanfemale	0.864879723	FC3
TRINITY_DN166410_c0_g1_i1	meanfemale	4.32539681	FC3
TRINITY_DN122009_c0_g1_i1	meanfemale	5.057807813	FC3
TRINITY_DN136252_c8_g2_i1	meanfemale	5.162762416	FC3
TRINITY_DN116802_c0_g2_i1	meanfemale	5.257721572	FC3
TRINITY_DN128020_c1_g1_i1	meanfemale	2.909326548	FC3
TRINITY_DN79145_c1_g1_i1	meanfemale	2.09445645	FC3
TRINITY_DN120784_c2_g1_i1	meanfemale	4.122249638	FC3
TRINITY_DN127094_c2_g3_i3	meanfemale	2.351567814	FC3
TRINITY_DN130576_c1_g4_i1	meanfemale	5.693227054	FC3
TRINITY_DN112693_c0_g2_i1	meanfemale	2.99744327	FC3
TRINITY_DN135265_c1_g2_i8	meanfemale	7.034447342	FC3
TRINITY_DN124190_c0_g2_i1	meanfemale	5.003267379	FC3
TRINITY_DN136563_c5_g1_i2	meanfemale	3.66478661	FC3
TRINITY_DN61433_c0_g1_i1	meanfemale	4.518300325	FC3
TRINITY_DN109288_c0_g1_i1	meanfemale	1.466025602	FC3
TRINITY_DN130066_c0_g1_i1	meanfemale	5.448455849	FC3
TRINITY_DN133450_c2_g1_i8	meanfemale	2.35070334	FC3
TRINITY_DN133726_c0_g3_i2	meanfemale	1.833047016	FC3
TRINITY_DN124746_c10_g3_i2	meanfemale	4.511022983	FC3
TRINITY_DN105440_c0_g1_i1	meanfemale	3.552543168	FC3
TRINITY_DN133604_c0_g1_i1	meanfemale	4.267687716	FC3
TRINITY_DN117235_c0_g3_i1	meanfemale	5.273008812	FC3
TRINITY_DN124491_c7_g2_i1	meanfemale	4.356427386	FC3
TRINITY_DN125797_c1_g1_i2	meanfemale	8.502886732	FC3
TRINITY_DN63832_c0_g1_i1	meanfemale	4.39219922	FC3
TRINITY_DN125054_c0_g1_i2	meanfemale	4.158645803	FC3
TRINITY_DN136330_c1_g1_i2	meanfemale	7.420215246	FC3
TRINITY_DN123427_c1_g1_i1	meanfemale	3.440981756	FC3
TRINITY_DN129896_c0_g2_i2	meanfemale	3.074601544	FC3
TRINITY_DN128259_c0_g1_i1	meanfemale	3.898415837	FC3
TRINITY_DN122337_c0_g1_i2	meanfemale	2.611624185	FC3
TRINITY_DN121554_c1_g10_i1	meanfemale	2.179928722	FC3
TRINITY_DN116617_c0_g2_i3	meanfemale	1.847549763	FC3
TRINITY_DN125133_c0_g1_i3	meanfemale	3.541596074	FC3
TRINITY_DN126425_c1_g1_i3	meanfemale	5.404037152	FC3
TRINITY_DN120619_c0_g1_i2	meanfemale	2.362339959	FC3
TRINITY_DN131157_c1_g4_i5	meanfemale	4.237257312	FC3
TRINITY_DN128272_c3_g2_i1	meanfemale	1.711684036	FC3
TRINITY_DN133682_c1_g1_i3	meanfemale	5.496406421	FC3
TRINITY_DN121284_c0_g1_i2	meanfemale	3.229303043	FC3
TRINITY_DN133387_c1_g5_i6	meanfemale	5.574591099	FC3
TRINITY_DN95685_c0_g1_i1	meanfemale	4.882691513	FC3
TRINITY_DN115184_c0_g1_i1	meanfemale	2.121381123	FC3
TRINITY_DN134067_c2_g1_i1	meanfemale	4.013458534	FC3
TRINITY_DN136699_c6_g7_i1	meanfemale	2.539719672	FC3
TRINITY_DN125531_c0_g1_i1	meanfemale	3.566744017	FC3
TRINITY_DN127491_c0_g1_i1	meanfemale	3.167638933	FC3
TRINITY_DN129674_c0_g1_i1	meanfemale	4.707306698	FC3
TRINITY_DN135727_c2_g6_i1	meanfemale	4.643899819	FC3
TRINITY_DN117317_c1_g2_i1	meanfemale	3.514194676	FC3
TRINITY_DN135789_c0_g1_i2	meanfemale	5.52389171	FC3
TRINITY_DN129009_c1_g1_i3	meanfemale	6.076490604	FC3
TRINITY_DN131447_c0_g2_i1	meanfemale	4.190891892	FC3
TRINITY_DN122661_c0_g1_i5	meanfemale	0.25311912	FC3
TRINITY_DN120396_c0_g1_i4	meanfemale	4.306457241	FC3
TRINITY_DN103741_c0_g1_i2	meanfemale	3.621028445	FC3
TRINITY_DN96802_c0_g1_i1	meanfemale	3.596938423	FC3
TRINITY_DN125113_c2_g1_i3	meanfemale	3.783023474	FC3
TRINITY_DN3025_c0_g1_i1	meanfemale	4.173119064	FC3
TRINITY_DN102409_c0_g1_i1	meanfemale	2.37635852	FC3
TRINITY_DN114523_c0_g1_i1	meanfemale	1.537275265	FC3
TRINITY_DN134312_c3_g2_i3	meanfemale	4.114789775	FC3
TRINITY_DN135970_c0_g1_i2	meanfemale	2.473199181	FC3
TRINITY_DN112226_c0_g2_i2	meanfemale	4.139833113	FC3
TRINITY_DN122167_c0_g1_i8	meanfemale	8.378911604	FC3
TRINITY_DN130057_c11_g2_i3	meanfemale	1.656212818	FC3
TRINITY_DN123236_c2_g8_i2	meanfemale	4.074700564	FC3
TRINITY_DN131198_c0_g1_i3	meanfemale	1.380462888	FC3
TRINITY_DN124784_c1_g2_i1	meanfemale	5.294410706	FC3
TRINITY_DN115324_c0_g1_i4	meanfemale	2.876213424	FC3
TRINITY_DN126611_c2_g1_i1	meanfemale	2.053173795	FC3
TRINITY_DN136054_c1_g1_i2	meanfemale	2.647253138	FC3
TRINITY_DN131079_c3_g2_i1	meanfemale	5.379649982	FC3
TRINITY_DN132301_c0_g1_i1	meanfemale	4.439312621	FC3
TRINITY_DN119683_c0_g3_i1	meanfemale	0.97815524	FC3
TRINITY_DN103621_c0_g1_i2	meanfemale	4.016104757	FC3
TRINITY_DN123349_c1_g4_i2	meanfemale	5.919389041	FC3
TRINITY_DN134508_c1_g2_i1	meanfemale	1.759816701	FC3
TRINITY_DN112841_c0_g1_i1	meanfemale	2.434422725	FC3
TRINITY_DN122597_c0_g1_i2	meanfemale	2.136035313	FC3
TRINITY_DN126405_c0_g1_i1	meanfemale	7.779923515	FC3
TRINITY_DN94938_c0_g2_i1	meanfemale	1.495002277	FC3
TRINITY_DN136055_c0_g2_i1	meanfemale	4.083519302	FC3
TRINITY_DN117651_c0_g1_i7	meanfemale	4.133363259	FC3
TRINITY_DN130206_c0_g1_i1	meanfemale	4.989312217	FC3
TRINITY_DN130671_c3_g1_i1	meanfemale	2.772858523	FC3
TRINITY_DN129270_c0_g2_i5	meanfemale	3.846857213	FC3
TRINITY_DN118360_c0_g1_i2	meanfemale	5.039107742	FC3
TRINITY_DN127328_c1_g5_i1	meanfemale	4.062692977	FC3
TRINITY_DN136496_c6_g1_i1	meanfemale	4.670399892	FC3
TRINITY_DN114835_c0_g1_i1	meanfemale	2.819375219	FC3
TRINITY_DN126256_c6_g2_i1	meanfemale	2.612495186	FC3
TRINITY_DN117578_c0_g2_i1	meanfemale	8.078840616	FC3
TRINITY_DN129466_c1_g3_i1	meanfemale	4.580810299	FC3
TRINITY_DN129488_c0_g1_i2	meanfemale	4.618328358	FC3
TRINITY_DN129315_c1_g1_i7	meanfemale	5.321197817	FC3
TRINITY_DN121554_c1_g3_i1	meanfemale	2.522060224	FC3
TRINITY_DN112117_c1_g1_i4	meanfemale	3.451919796	FC3
TRINITY_DN134918_c2_g1_i1	meanfemale	1.755863156	FC3
TRINITY_DN123537_c0_g3_i1	meanfemale	3.502922633	FC3
TRINITY_DN91264_c0_g1_i2	meanfemale	5.194597413	FC3
TRINITY_DN131447_c0_g1_i3	meanfemale	4.557810527	FC3
TRINITY_DN104207_c0_g1_i1	meanfemale	1.090759137	FC3
TRINITY_DN126630_c4_g2_i1	meanfemale	4.485302366	FC3
TRINITY_DN125054_c0_g2_i1	meanfemale	3.556011124	FC3
TRINITY_DN118635_c0_g1_i1	meanfemale	5.795844401	FC3
TRINITY_DN118145_c0_g2_i2	meanfemale	5.411852227	FC3
TRINITY_DN119234_c0_g1_i1	meanfemale	-0.205752305	FC3
TRINITY_DN111318_c0_g1_i3	meanfemale	3.795742422	FC3
TRINITY_DN132301_c0_g2_i1	meanfemale	4.426709901	FC3
TRINITY_DN134021_c2_g1_i2	meanfemale	3.322919925	FC3
TRINITY_DN122074_c0_g1_i2	meanfemale	1.882173407	FC3
TRINITY_DN89374_c0_g2_i1	meanfemale	5.390493577	FC3
TRINITY_DN128282_c6_g2_i1	meanfemale	3.259648123	FC3
TRINITY_DN130883_c0_g1_i2	meanfemale	3.828140208	FC3
TRINITY_DN132749_c1_g2_i5	meanfemale	5.342875519	FC3
TRINITY_DN121488_c3_g6_i1	meanfemale	1.553130629	FC3
TRINITY_DN109541_c0_g2_i1	meanfemale	5.507038907	FC3
TRINITY_DN123951_c0_g1_i1	meanfemale	2.511183869	FC3
TRINITY_DN114707_c0_g2_i2	meanfemale	3.573279651	FC3
TRINITY_DN120749_c0_g1_i3	meanfemale	1.202832833	FC3
TRINITY_DN87009_c0_g2_i1	meanfemale	5.25798337	FC3
TRINITY_DN120849_c0_g1_i1	meanfemale	2.467359599	FC3
TRINITY_DN121625_c0_g1_i1	meanfemale	4.317519072	FC3
TRINITY_DN127161_c0_g1_i2	meanfemale	2.599320266	FC3
TRINITY_DN122069_c0_g1_i6	meanfemale	3.163244663	FC3
TRINITY_DN125015_c1_g1_i1	meanfemale	4.627989888	FC3
TRINITY_DN120473_c0_g1_i2	meanfemale	5.08879022	FC3
TRINITY_DN125963_c8_g3_i1	meanfemale	3.4848792	FC3
TRINITY_DN134031_c5_g1_i1	meanfemale	3.306304862	FC3
TRINITY_DN127576_c0_g1_i5	meanfemale	1.472565845	FC3
TRINITY_DN116499_c0_g1_i2	meanfemale	7.105848458	FC3
TRINITY_DN133585_c15_g11_i1	meanfemale	5.731246306	FC3
TRINITY_DN122373_c0_g1_i2	meanfemale	2.533193125	FC3
TRINITY_DN113419_c0_g3_i1	meanfemale	4.176024481	FC3
TRINITY_DN132005_c0_g3_i2	meanfemale	0.828787419	FC3
TRINITY_DN131719_c0_g1_i1	meanfemale	4.207069176	FC3
TRINITY_DN112473_c1_g1_i1	meanfemale	1.278135542	FC3
TRINITY_DN117075_c0_g1_i1	meanfemale	5.310290787	FC3
TRINITY_DN124685_c0_g2_i1	meanfemale	3.96744657	FC3
TRINITY_DN130211_c0_g1_i4	meanfemale	5.60855483	FC3
TRINITY_DN122749_c0_g1_i3	meanfemale	6.260343464	FC3
TRINITY_DN125531_c0_g2_i1	meanfemale	5.883136106	FC3
TRINITY_DN120555_c0_g2_i5	meanfemale	2.822839548	FC3
TRINITY_DN122337_c0_g3_i1	meanfemale	2.57508153	FC3
TRINITY_DN118804_c0_g3_i3	meanfemale	6.531416258	FC3
TRINITY_DN132603_c6_g2_i2	meanfemale	4.497039531	FC3
TRINITY_DN114784_c0_g1_i2	meanfemale	4.259764699	FC3
TRINITY_DN122633_c0_g1_i1	meanfemale	1.253249487	FC3
TRINITY_DN130202_c0_g1_i3	meanfemale	3.478839099	FC3
TRINITY_DN133820_c2_g1_i2	meanfemale	5.054424323	FC3
TRINITY_DN123289_c4_g7_i1	meanfemale	2.024269515	FC3
TRINITY_DN129741_c0_g5_i1	meanfemale	3.15468082	FC3
TRINITY_DN127328_c1_g4_i6	meanfemale	6.229246823	FC3
TRINITY_DN125558_c1_g1_i5	meanfemale	2.938519641	FC3
TRINITY_DN130650_c1_g1_i3	meanfemale	5.080855718	FC3
TRINITY_DN132395_c1_g1_i1	meanfemale	4.413177112	FC3
TRINITY_DN116067_c0_g1_i1	meanfemale	3.70719223	FC3
TRINITY_DN133129_c1_g4_i3	meanfemale	6.097808041	FC3
TRINITY_DN121419_c0_g1_i2	meanfemale	4.657781898	FC3
TRINITY_DN130361_c2_g1_i2	meanfemale	4.733191982	FC3
TRINITY_DN131833_c2_g1_i5	meanfemale	0.757662768	FC3
TRINITY_DN103834_c0_g12_i1	meanfemale	3.431897554	FC3
TRINITY_DN135450_c0_g1_i9	meanfemale	7.973867454	FC3
TRINITY_DN118097_c0_g2_i1	meanfemale	0.89739993	FC3
TRINITY_DN128881_c4_g2_i1	meanfemale	3.669085084	FC3
TRINITY_DN110795_c0_g1_i1	meanfemale	0.856771999	FC3
TRINITY_DN131222_c0_g2_i4	meanfemale	6.305550258	FC3
TRINITY_DN131939_c2_g8_i2	meanfemale	4.902303402	FC3
TRINITY_DN126839_c0_g2_i1	meanfemale	5.94636026	FC3
TRINITY_DN112598_c0_g2_i1	meanfemale	6.016820503	FC3
TRINITY_DN127341_c11_g1_i1	meanfemale	3.835055122	FC3
TRINITY_DN98835_c0_g3_i1	meanfemale	4.336042479	FC3
TRINITY_DN134660_c1_g2_i1	meanfemale	3.329101643	FC3
TRINITY_DN117179_c0_g1_i1	meanfemale	2.81606353	FC3
TRINITY_DN134056_c1_g1_i2	meanfemale	8.012306649	FC3
TRINITY_DN121056_c0_g1_i2	meanfemale	5.020176441	FC3
TRINITY_DN126421_c2_g1_i1	meanfemale	5.097392381	FC3
TRINITY_DN121973_c0_g1_i2	meanfemale	4.908767479	FC3
TRINITY_DN131883_c2_g3_i1	meanfemale	3.814007079	FC3
TRINITY_DN126930_c1_g3_i1	meanfemale	4.352122298	FC3
TRINITY_DN130378_c8_g3_i1	meanfemale	3.94918042	FC3
TRINITY_DN130820_c7_g1_i3	meanfemale	4.171813655	FC3
TRINITY_DN114190_c0_g1_i2	meanfemale	4.858453466	FC3
TRINITY_DN122385_c2_g1_i3	meanfemale	4.139332291	FC3
TRINITY_DN130860_c3_g1_i1	meanfemale	4.070266502	FC3
TRINITY_DN129291_c3_g7_i3	meanfemale	2.232276046	FC3
TRINITY_DN73574_c0_g2_i1	meanfemale	5.853846961	FC3
TRINITY_DN117339_c0_g3_i1	meanfemale	1.116912031	FC3
TRINITY_DN112907_c0_g2_i1	meanfemale	6.370371796	FC3
TRINITY_DN134800_c12_g7_i1	meanfemale	2.164063785	FC3
TRINITY_DN118981_c0_g4_i1	meanfemale	2.279620814	FC3
TRINITY_DN133053_c7_g1_i2	meanfemale	5.091853125	FC3
TRINITY_DN122315_c2_g2_i3	meanfemale	3.56985469	FC3
TRINITY_DN117011_c0_g1_i1	meanfemale	4.392634446	FC3
TRINITY_DN118387_c0_g3_i2	meanfemale	4.83886507	FC3
TRINITY_DN115286_c0_g1_i1	meanfemale	4.92994557	FC3
TRINITY_DN126447_c0_g1_i1	meanfemale	4.673477999	FC3
TRINITY_DN118036_c0_g1_i1	meanfemale	6.758432681	FC3
TRINITY_DN127409_c0_g1_i4	meanfemale	2.387135145	FC3
TRINITY_DN130934_c0_g1_i1	meanfemale	2.421221335	FC3
TRINITY_DN119069_c0_g1_i2	meanfemale	5.128326496	FC3
TRINITY_DN21737_c0_g1_i1	meanfemale	3.839041559	FC3
TRINITY_DN127315_c0_g1_i2	meanfemale	0.1477642	FC3
TRINITY_DN119554_c2_g4_i2	meanfemale	7.435223646	FC3
TRINITY_DN132696_c0_g3_i1	meanfemale	3.516448013	FC3
TRINITY_DN120854_c0_g1_i3	meanfemale	4.666792604	FC3
TRINITY_DN131487_c9_g3_i1	meanfemale	4.297452729	FC3
TRINITY_DN69029_c0_g1_i1	meanfemale	4.109373244	FC3
TRINITY_DN132030_c0_g1_i2	meanfemale	2.415602007	FC3
TRINITY_DN126025_c7_g3_i1	meanfemale	4.781352534	FC3
TRINITY_DN126092_c0_g2_i2	meanfemale	4.627625011	FC3
TRINITY_DN125133_c0_g2_i7	meanfemale	3.152054503	FC3
TRINITY_DN118193_c0_g1_i1	meanfemale	5.995965918	FC3
TRINITY_DN118697_c0_g1_i1	meanfemale	1.8845723	FC3
TRINITY_DN127574_c0_g1_i13	meanfemale	2.194612017	FC3
TRINITY_DN131787_c2_g1_i1	meanfemale	0.994414991	FC3
TRINITY_DN135256_c1_g1_i2	meanfemale	2.552299602	FC3
TRINITY_DN110037_c0_g1_i1	meanfemale	1.044393935	FC3
TRINITY_DN123183_c0_g1_i1	meanfemale	2.275567547	FC3
TRINITY_DN123057_c1_g2_i1	meanfemale	1.26969492	FC3
TRINITY_DN123297_c0_g2_i5	meanfemale	3.452838898	FC3
TRINITY_DN133045_c7_g3_i1	meanfemale	4.300372214	FC3
TRINITY_DN122413_c4_g5_i2	meanfemale	2.965131108	FC3
TRINITY_DN131718_c2_g6_i3	meanfemale	2.393706281	FC3
TRINITY_DN124802_c6_g3_i1	meanfemale	5.543604616	FC3
TRINITY_DN121214_c0_g2_i1	meanfemale	4.436941845	FC3
TRINITY_DN103622_c0_g3_i3	meanfemale	4.528180482	FC3
TRINITY_DN125727_c0_g1_i1	meanfemale	6.926318365	FC3
TRINITY_DN136034_c0_g2_i1	meanfemale	3.616044088	FC3
TRINITY_DN115417_c0_g2_i3	meanfemale	6.394333924	FC3
TRINITY_DN124862_c1_g2_i1	meanfemale	3.742981797	FC3
TRINITY_DN103637_c0_g1_i1	meanfemale	2.933100648	FC3
TRINITY_DN130471_c0_g1_i1	meanfemale	2.754176213	FC3
TRINITY_DN126217_c0_g2_i3	meanfemale	4.593402273	FC3
TRINITY_DN55232_c0_g2_i1	meanfemale	3.463029291	FC3
TRINITY_DN110880_c0_g1_i1	meanfemale	8.432163297	FC3
TRINITY_DN133326_c4_g1_i2	meanfemale	2.299059823	FC3
TRINITY_DN133539_c0_g1_i1	meanfemale	5.304877735	FC3
TRINITY_DN132489_c2_g2_i5	meanfemale	8.877277711	FC3
TRINITY_DN130941_c3_g2_i1	meanfemale	4.919061755	FC3
TRINITY_DN123962_c0_g3_i1	meanfemale	-0.457439866	FC3
TRINITY_DN126178_c1_g1_i1	meanfemale	4.581846909	FC3
TRINITY_DN110864_c0_g1_i2	meanfemale	1.366551369	FC3
TRINITY_DN131614_c0_g1_i4	meanfemale	0.389484849	FC3
TRINITY_DN120743_c0_g1_i1	meanfemale	6.200956554	FC3
TRINITY_DN129928_c3_g2_i2	meanfemale	3.442824579	FC3
TRINITY_DN119793_c0_g1_i1	meanfemale	5.305968149	FC3
TRINITY_DN114630_c0_g1_i1	meanfemale	4.958291318	FC3
TRINITY_DN132042_c4_g3_i1	meanfemale	2.94858746	FC3
TRINITY_DN117674_c0_g1_i4	meanfemale	1.495501645	FC3
TRINITY_DN67822_c0_g2_i1	meanfemale	2.493230148	FC3
TRINITY_DN127202_c3_g6_i1	meanfemale	3.215221869	FC3
TRINITY_DN136034_c0_g1_i4	meanfemale	4.164166355	FC3
TRINITY_DN119678_c0_g1_i2	meanfemale	3.435921066	FC3
TRINITY_DN129880_c2_g1_i1	meanfemale	3.781800387	FC3
TRINITY_DN123935_c0_g2_i1	meanfemale	4.290757072	FC3
TRINITY_DN124573_c0_g2_i1	meanfemale	0.758016551	FC3
TRINITY_DN112822_c0_g1_i1	meanfemale	2.528655466	FC3
TRINITY_DN124609_c0_g1_i1	meanfemale	0.711666379	FC3
TRINITY_DN115840_c0_g1_i2	meanfemale	4.886231988	FC3
TRINITY_DN135020_c1_g4_i3	meanfemale	5.638358038	FC3
TRINITY_DN131929_c1_g1_i1	meanfemale	0.777348599	FC3
TRINITY_DN57905_c0_g2_i1	meanfemale	-0.08810944	FC3
TRINITY_DN135175_c3_g2_i2	meanfemale	4.247319492	FC3
TRINITY_DN115944_c0_g1_i1	meanfemale	2.133096717	FC3
TRINITY_DN87383_c0_g1_i1	meanfemale	5.413864641	FC3
TRINITY_DN131285_c6_g1_i2	meanfemale	1.736372852	FC3
TRINITY_DN85639_c0_g1_i2	meanfemale	3.538535674	FC3
TRINITY_DN133115_c12_g1_i1	meanfemale	4.519980514	FC3
TRINITY_DN131630_c1_g1_i1	meanfemale	1.61089842	FC3
TRINITY_DN128247_c5_g9_i3	meanfemale	6.515891778	FC3
TRINITY_DN121040_c0_g3_i2	meanfemale	0.417189972	FC3
TRINITY_DN130511_c0_g2_i2	meanfemale	3.710414304	FC3
TRINITY_DN123307_c0_g1_i1	meanfemale	4.045407044	FC3
TRINITY_DN107450_c0_g3_i2	meanfemale	3.111898852	FC3
TRINITY_DN125592_c5_g2_i2	meanfemale	0.415547878	FC3
TRINITY_DN111065_c0_g1_i5	meanfemale	4.556051262	FC3
TRINITY_DN133473_c0_g8_i4	meanfemale	4.278094079	FC3
TRINITY_DN121990_c1_g1_i1	meanfemale	0.811152546	FC3
TRINITY_DN132268_c0_g1_i1	meanfemale	2.98949937	FC3
TRINITY_DN128358_c2_g2_i8	meanfemale	3.853640699	FC3
TRINITY_DN128042_c2_g1_i1	meanfemale	6.116465762	FC3
TRINITY_DN131149_c0_g2_i1	meanfemale	5.989781373	FC3
TRINITY_DN131601_c5_g1_i1	meanfemale	2.549702678	FC3
TRINITY_DN105455_c0_g3_i1	meanfemale	2.461265787	FC3
TRINITY_DN134793_c1_g3_i3	meanfemale	1.840456281	FC3
TRINITY_DN135712_c0_g2_i1	meanfemale	4.743983726	FC3
TRINITY_DN135567_c0_g1_i3	meanfemale	1.10022523	FC3
TRINITY_DN127773_c3_g1_i1	meanfemale	5.085906948	FC3
TRINITY_DN130709_c2_g1_i1	meanfemale	2.830331425	FC3
TRINITY_DN121918_c0_g1_i1	meanfemale	4.46067906	FC3
TRINITY_DN128417_c4_g4_i2	meanfemale	3.758311443	FC3
TRINITY_DN119122_c0_g1_i3	meanfemale	7.915579433	FC3
TRINITY_DN125252_c4_g8_i1	meanfemale	3.897946895	FC3
TRINITY_DN116063_c0_g1_i2	meanfemale	4.202751614	FC3
TRINITY_DN126103_c0_g1_i1	meanfemale	1.162815214	FC3
TRINITY_DN95955_c0_g1_i1	meanfemale	5.399097996	FC3
TRINITY_DN122436_c6_g1_i1	meanfemale	3.47107228	FC3
TRINITY_DN103860_c0_g1_i1	meanfemale	4.237283151	FC3
TRINITY_DN123010_c0_g2_i1	meanfemale	3.191469182	FC3
TRINITY_DN132085_c5_g3_i2	meanfemale	4.566680866	FC3
TRINITY_DN80690_c2_g2_i1	meanfemale	3.6171103	FC3
TRINITY_DN121338_c0_g1_i2	meanfemale	2.413795558	FC3
TRINITY_DN104496_c0_g2_i1	meanfemale	1.420891928	FC3
TRINITY_DN119499_c0_g1_i1	meanfemale	2.915920985	FC3
TRINITY_DN116903_c1_g2_i3	meanfemale	3.788997444	FC3
TRINITY_DN124305_c4_g1_i5	meanfemale	5.672085226	FC3
TRINITY_DN120025_c0_g1_i4	meanfemale	4.155474781	FC3
TRINITY_DN134955_c0_g1_i2	meanfemale	7.223786451	FC3
TRINITY_DN133957_c1_g2_i2	meanfemale	3.209367779	FC3
TRINITY_DN131249_c0_g1_i1	meanfemale	2.425440101	FC3
TRINITY_DN131150_c0_g3_i3	meanfemale	4.340439099	FC3
TRINITY_DN132667_c0_g1_i1	meanfemale	-0.888317868	FC3
TRINITY_DN122678_c0_g1_i1	meanfemale	4.731887886	FC3
TRINITY_DN111065_c0_g2_i1	meanfemale	2.876178712	FC3
TRINITY_DN129198_c1_g2_i1	meanfemale	4.802371089	FC3
TRINITY_DN129499_c0_g1_i2	meanfemale	4.295842917	FC3
TRINITY_DN132882_c8_g2_i1	meanfemale	4.081117273	FC3
TRINITY_DN121091_c0_g1_i3	meanfemale	5.783542199	FC3
TRINITY_DN121862_c1_g1_i1	meanfemale	3.432408915	FC3
TRINITY_DN112933_c0_g2_i1	meanfemale	3.813169302	FC3
TRINITY_DN110201_c0_g1_i1	meanfemale	5.358575338	FC3
TRINITY_DN132253_c2_g15_i1	meanfemale	3.520392266	FC3
TRINITY_DN128981_c1_g4_i1	meanfemale	1.978955273	FC3
TRINITY_DN135712_c0_g1_i1	meanfemale	5.053468581	FC3
TRINITY_DN93605_c0_g1_i1	meanfemale	-0.031687174	FC3
TRINITY_DN132433_c1_g3_i2	meanfemale	4.495709221	FC3
TRINITY_DN125672_c1_g1_i2	meanfemale	6.305882859	FC3
TRINITY_DN133927_c1_g1_i1	meanfemale	5.583618274	FC3
TRINITY_DN74421_c0_g1_i1	meanfemale	1.667094575	FC3
TRINITY_DN127630_c2_g3_i1	meanfemale	5.103297319	FC3
TRINITY_DN121465_c4_g2_i1	meanfemale	0.348199202	FC3
TRINITY_DN129474_c1_g1_i2	meanfemale	2.272578242	FC3
TRINITY_DN126158_c0_g1_i1	meanfemale	4.284628862	FC3
TRINITY_DN132830_c9_g3_i5	meanfemale	5.026632363	FC3
TRINITY_DN109555_c0_g1_i2	meanfemale	1.6621256	FC3
TRINITY_DN118833_c0_g1_i2	meanfemale	5.741770881	FC3
TRINITY_DN129794_c1_g1_i1	meanfemale	4.249684993	FC3
TRINITY_DN124864_c5_g3_i3	meanfemale	5.796760503	FC3
TRINITY_DN120956_c1_g1_i8	meanfemale	4.334324464	FC3
TRINITY_DN123168_c0_g1_i1	meanfemale	2.394172688	FC3
